City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
481,Bushehr,IR,28.9684,50.8385,85.15,60,0,7.54,clear sky
482,Labuhan,ID,-6.8844,112.2051,78.78,84,89,5.19,light rain
483,Axim,GH,4.8699,-2.2405,78.53,88,92,7.45,moderate rain
484,Hobyo,SO,5.3505,48.5268,78.44,85,71,19.84,broken clouds
485,Paraopeba,BR,-19.2757,-44.4033,76.35,64,100,5.19,overcast clouds
486,Paragominas,BR,-2.9667,-47.4833,79.02,73,98,3.65,overcast clouds
487,Port Pirie,AU,-33.1833,138.0167,42.89,31,100,4.25,overcast clouds
488,Moose Factory,CA,51.2585,-80.6094,77.0,20,1,12.66,clear sky
489,Parana,AR,-31.732,-60.5238,56.57,57,0,5.06,clear sky
490,Grand Gaube,MU,-20.0064,57.6608,72.37,83,31,3.0,light rain
491,Saint George,US,37.1041,-113.5841,95.47,9,1,1.99,clear sky
492,Raymondville,US,26.4815,-97.7831,87.6,71,64,17.31,broken clouds
493,Abdulino,RU,53.7,53.6667,51.75,92,66,10.71,broken clouds
494,Mersing,MY,2.4312,103.8405,76.91,94,68,6.91,broken clouds
495,Ostrovnoy,RU,68.0531,39.5131,40.86,81,79,13.56,broken clouds
496,Hurghada,EG,27.2574,33.8129,78.84,19,0,0.0,clear sky
497,Abaza,RU,52.655,90.0928,50.77,73,98,0.76,overcast clouds
498,Aklavik,CA,68.2191,-135.0107,50.83,49,99,11.07,overcast clouds
499,Nyurba,RU,63.2842,118.3319,63.0,33,19,5.75,few clouds
500,Ambagarh Chauki,IN,20.7833,80.7167,84.96,48,20,4.5,few clouds
501,Taltal,CL,-25.4,-70.4833,63.14,79,23,4.27,few clouds
502,Lobito,AO,-12.3481,13.5456,73.65,70,3,5.1,clear sky
503,Mtsensk,RU,53.2766,36.5733,43.63,90,100,13.73,overcast clouds
504,Valdivia,CL,-39.8142,-73.2459,51.89,99,100,1.92,overcast clouds
505,Ahuimanu,US,21.4447,-157.8378,85.14,59,40,8.05,scattered clouds
506,Abu Samrah,SY,35.3029,37.1841,68.23,44,0,5.14,clear sky
507,Belaya Gora,RU,68.5333,146.4167,64.63,32,43,13.91,scattered clouds
508,Matadi,CD,-5.8167,13.45,74.71,87,58,3.85,broken clouds
509,Plettenberg Bay,ZA,-34.0527,23.3716,56.21,63,73,5.93,broken clouds
510,Nuuk,GL,64.1835,-51.7216,35.1,86,99,5.75,overcast clouds
511,Sao Tome,ST,0.3365,6.7273,79.36,85,87,13.22,overcast clouds
512,Tabuk,PH,17.4189,121.4443,84.38,71,61,5.44,broken clouds
513,Great Yarmouth,GB,52.6083,1.7305,49.95,90,2,9.95,clear sky
514,Lasa,IT,46.6166,10.7002,54.48,82,20,1.74,few clouds
515,Ulagan,RU,50.6321,87.9563,45.43,63,5,1.03,clear sky
516,Kudahuvadhoo,MV,2.6708,72.8944,83.61,67,29,20.76,scattered clouds
517,Yar-Sale,RU,66.8333,70.8333,36.73,61,7,13.67,clear sky
518,Vagur,FO,61.4732,-6.8119,48.65,90,0,21.21,clear sky
519,Silopi,TR,37.2497,42.4694,72.48,29,0,3.44,clear sky
520,Nador,MA,35.174,-2.9287,69.87,94,0,4.43,clear sky
521,La Paz,BO,-16.5,-68.15,53.58,37,40,11.5,scattered clouds
522,Kushima,JP,31.4583,131.2333,72.91,61,28,5.95,scattered clouds
523,Bondo,CD,3.8146,23.6866,69.4,97,68,1.25,broken clouds
524,Saurimo,AO,-9.6608,20.3916,58.24,38,12,5.17,few clouds
525,Srivardhan,IN,18.0333,73.0167,82.08,81,100,3.24,overcast clouds
526,Batemans Bay,AU,-35.7167,150.1833,50.92,56,3,1.74,clear sky
527,Pangody,RU,65.85,74.4859,36.99,66,90,14.81,overcast clouds
528,Touros,BR,-5.1989,-35.4608,77.9,86,62,9.42,broken clouds
529,Grand-Santi,GF,4.25,-54.3833,73.94,99,82,2.44,heavy intensity rain
530,Meiganga,CM,6.5167,14.3,68.97,91,92,2.53,overcast clouds
531,San Patricio,US,28.017,-97.5169,84.88,71,33,15.84,scattered clouds
532,La Sarre,CA,48.8002,-79.1996,58.32,60,1,6.78,clear sky
533,Havoysund,NO,70.9963,24.6622,43.68,97,100,25.99,overcast clouds
534,Kidal,ML,18.4411,1.4078,92.05,9,69,5.41,broken clouds
535,Magadan,RU,59.5667,150.8,35.35,99,100,5.17,light rain
536,Kokoda,PG,-8.8785,147.7407,81.81,75,93,3.53,overcast clouds
537,Rostovka,RU,55.3842,71.8891,58.62,56,21,6.53,few clouds
538,Bilma,NE,18.6853,12.9164,88.99,10,53,5.68,broken clouds
539,Kalmunai,LK,7.4167,81.8167,79.45,79,80,4.12,broken clouds
540,Beian,NO,63.6559,9.5683,46.0,87,75,3.44,broken clouds
541,Lazaro Cardenas,MX,17.9583,-102.2,85.21,65,75,7.87,broken clouds
542,Broome,US,42.2506,-75.833,49.62,88,90,1.01,light rain
543,Grindavik,IS,63.8424,-22.4338,44.56,93,20,16.84,few clouds
544,Alofi,NU,-19.0595,-169.9187,84.09,79,74,6.91,light rain
545,Bocaiuva,BR,-17.1078,-43.815,74.91,49,14,6.17,few clouds
546,Kruisfontein,ZA,-34.0033,24.7314,54.88,78,94,5.61,overcast clouds
547,Teguise,ES,29.0605,-13.564,64.62,77,75,17.98,broken clouds
548,Ingham,US,42.6,-84.3833,68.18,30,1,6.91,clear sky
549,Buritis,BR,-15.6178,-46.4233,73.56,48,23,1.7,few clouds
550,Atar,MR,20.5169,-13.0499,91.38,26,72,3.24,broken clouds
551,Naron,ES,43.5167,-8.1528,62.02,87,5,6.53,clear sky
552,Quetigny,FR,47.3167,5.1167,56.86,62,0,6.91,clear sky
553,Morros,BR,-9.4467,-46.3003,74.98,45,32,0.78,scattered clouds
554,Richmond,US,37.5538,-77.4603,58.19,81,90,5.01,overcast clouds
555,Teguldet,RU,57.3064,88.1667,47.3,52,71,5.28,broken clouds
556,Newport,GB,51.5877,-2.9984,55.94,84,99,6.78,overcast clouds
557,Aquiraz,BR,-3.9014,-38.3911,82.18,81,19,7.07,few clouds
558,Inhambane,MZ,-23.865,35.3833,69.82,76,43,11.45,scattered clouds
559,Sorong,ID,-0.8833,131.25,79.23,87,100,10.71,overcast clouds
560,Yebaishou,CN,41.3975,119.6408,64.49,39,80,7.96,light rain
561,Barsi,IN,18.2333,75.7,79.48,70,74,9.1,broken clouds
562,Elko,US,41.0002,-115.5012,77.05,14,2,4.27,clear sky
563,Gimli,CA,50.6336,-96.9907,60.44,76,80,6.91,broken clouds
564,Lokosovo,RU,61.1333,74.8167,60.78,70,82,4.88,broken clouds
565,Ulaanbaatar,MN,47.9077,106.8832,37.53,70,40,6.24,scattered clouds
566,Verkhnyaya Toyma,RU,62.2349,44.9985,31.93,85,7,2.62,clear sky
567,Caravelas,BR,-17.7125,-39.2481,74.86,86,14,6.35,few clouds
568,Jhargram,IN,22.45,86.9833,82.92,88,41,9.93,scattered clouds
569,Gualeguay,AR,-33.1416,-59.3097,47.75,60,3,6.2,clear sky
570,Parksepa,EE,57.9062,26.9836,40.89,81,2,3.4,clear sky
571,Nkowakowa,ZA,-23.8878,30.2871,55.45,89,10,2.04,clear sky
572,Moussoro,TD,13.6408,16.4901,88.14,10,0,10.36,clear sky
573,Royan,FR,45.6285,-1.0281,62.64,83,17,8.99,few clouds
574,Kahului,US,20.8947,-156.47,83.84,71,84,8.01,broken clouds
575,Mwinilunga,ZM,-11.7358,24.4293,51.76,56,4,2.55,clear sky
576,Buala,SB,-8.145,159.5921,84.27,72,75,6.02,broken clouds
577,Ambon,ID,-3.6954,128.1814,80.74,83,40,10.94,scattered clouds
578,Abu Dhabi,AE,24.4667,54.3667,89.71,66,0,4.36,clear sky
579,Yerbogachen,RU,61.2767,108.0108,53.51,63,95,7.11,overcast clouds
580,Nanortalik,GL,60.1432,-45.2371,36.79,88,13,18.41,few clouds
581,Kuching,MY,1.55,110.3333,75.42,100,20,0.0,few clouds
582,Port-Gentil,GA,-0.7193,8.7815,80.56,89,90,13.8,overcast clouds
583,Srednekolymsk,RU,67.45,153.6833,64.72,26,10,11.56,clear sky
584,Barcarena,BR,-1.5058,-48.6258,80.65,88,67,8.03,broken clouds
585,Svetlyy,RU,54.675,20.1347,44.65,87,22,5.06,few clouds
586,Kinablangan,PH,7.6947,126.5503,76.44,90,100,6.55,overcast clouds
587,Wuda,CN,39.4994,106.7117,72.1,18,100,21.12,overcast clouds
588,Machico,PT,32.7,-16.7667,65.48,77,20,8.05,few clouds
589,Kerouane,GN,9.2667,-9.0167,70.27,97,100,3.47,moderate rain
590,Yaan,NG,7.3833,8.5667,77.99,84,65,10.71,broken clouds
591,Pyu,MM,18.4833,96.4333,78.06,91,98,4.36,overcast clouds
592,Fereydun Kenar,IR,36.6864,52.5225,71.98,82,1,14.45,clear sky
593,La Roda,ES,39.2167,-2.15,69.91,55,99,12.88,overcast clouds
594,Huaicheng,CN,23.9051,112.1931,80.74,91,76,0.72,broken clouds
595,Ahipara,NZ,-35.1667,173.1667,59.52,83,70,19.04,broken clouds
596,Filadelfia,US,39.9523,-75.1638,52.18,91,90,5.01,overcast clouds
597,Fort Frances,CA,48.5999,-93.4003,56.05,76,74,3.0,broken clouds
598,Dukat,RU,62.55,155.55,41.94,54,100,6.46,overcast clouds
599,Otavi,NA,-19.65,17.3333,58.84,28,100,2.75,overcast clouds
600,Poum,NC,-20.2333,164.0167,72.57,61,78,19.89,broken clouds
601,Corpus Christi,US,27.8006,-97.3964,85.03,72,75,11.01,broken clouds
602,Lumut,MY,4.2323,100.6298,77.38,94,20,0.0,few clouds
603,Padang,ID,-0.9492,100.3543,75.85,93,98,5.39,overcast clouds
604,Coari,BR,-4.085,-63.1414,77.23,87,55,2.62,broken clouds
605,Byron Bay,AU,-28.65,153.6167,67.05,67,74,14.23,broken clouds
606,Yakeshi,CN,49.2833,120.7333,59.11,60,100,11.68,overcast clouds
607,Monrovia,LR,6.3005,-10.7969,74.97,85,100,7.65,moderate rain
608,Cavalcante,BR,-13.7975,-47.4583,71.89,50,58,3.11,broken clouds
609,Olds,CA,51.7834,-114.102,72.88,21,71,12.66,broken clouds
610,Evensk,RU,61.95,159.2333,42.15,74,100,4.14,overcast clouds
611,Muzhi,RU,65.3667,64.6667,37.47,66,2,14.5,clear sky
612,Sydney Mines,CA,46.2367,-60.2177,51.19,85,75,1.01,broken clouds
613,Krutinka,RU,56.0055,71.5113,55.76,58,15,7.14,few clouds
614,Lumeje,AO,-11.55,20.7833,55.71,41,14,5.57,few clouds
615,Lesnikovo,RU,55.2822,65.3175,63.59,85,100,9.42,overcast clouds
616,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.26,94,54,6.04,broken clouds
617,Illela,NG,13.7292,5.2975,90.57,17,53,3.44,broken clouds
618,Baherden,TM,38.4362,57.4316,90.7,16,6,12.24,clear sky
619,Syracuse,IT,37.0881,15.2792,65.89,84,7,8.97,clear sky
620,Praia,CV,14.9215,-23.5087,73.94,73,0,12.66,clear sky
621,Yamada,JP,39.4667,141.95,64.76,54,10,4.92,clear sky
622,Erenhot,CN,43.6475,111.9767,60.19,53,94,18.19,overcast clouds
623,Noumea,NC,-22.2763,166.4572,73.38,65,98,10.29,overcast clouds
624,Conneaut,US,41.9476,-80.5542,61.25,78,19,5.88,few clouds
625,Fenton,US,42.7978,-83.7049,68.04,61,5,2.86,clear sky
626,Kloulklubed,PW,7.0419,134.2556,84.06,77,99,22.44,overcast clouds
627,Turukhansk,RU,65.8167,87.9833,46.02,89,100,24.87,moderate rain
628,Jurm,AF,36.8648,70.8342,63.36,51,4,2.04,clear sky
629,Pontal Do Parana,BR,-25.6533,-48.5128,67.73,94,100,6.13,overcast clouds
630,Acapulco,MX,16.8634,-99.8901,86.31,65,95,5.93,overcast clouds
631,Male,MV,4.1748,73.5089,84.15,74,20,17.27,few clouds
632,Liaoyang,CN,41.2719,123.1731,64.72,39,31,5.5,scattered clouds
633,Anito,PH,12.4497,125.2886,81.82,86,96,1.59,overcast clouds
634,Mandya,IN,12.5242,76.8958,72.86,80,92,7.16,overcast clouds
635,Oda,JP,35.1833,132.5,61.57,54,9,1.28,clear sky
636,Ust-Omchug,RU,61.15,149.6333,40.32,81,100,4.0,overcast clouds
637,Ust-Tsilma,RU,65.441,52.1498,32.32,81,58,3.98,broken clouds
638,Huarmey,PE,-10.0681,-78.1522,66.58,86,36,9.55,scattered clouds
639,Sidney,AU,-33.8679,151.2073,59.31,68,20,3.0,few clouds
640,Loukhi,RU,66.0764,33.0381,45.59,68,97,4.88,overcast clouds
641,Yantal,RU,56.8471,105.2542,43.18,65,56,4.09,broken clouds
642,Nyrob,RU,60.733,56.7202,34.7,75,17,5.75,few clouds
643,Acurenam,GQ,1.0322,10.6488,69.3,99,100,3.15,light rain
644,Uyuni,BO,-20.4597,-66.825,39.99,19,61,12.55,broken clouds
645,Bagalkot,IN,16.1833,75.7,77.83,75,100,11.14,overcast clouds
646,Tarboro,US,35.8968,-77.5358,60.28,77,90,5.75,overcast clouds
647,Bayan,CN,46.0833,127.4,64.62,61,42,5.97,scattered clouds
648,Port Hardy,CA,50.6996,-127.4199,59.18,77,75,10.36,broken clouds
649,Bandar-E Lengeh,IR,26.5579,54.8807,90.54,40,0,2.13,clear sky
650,Mapiripan,CO,2.8892,-72.1256,73.81,96,89,3.42,overcast clouds
651,Puerto Baquerizo Moreno,EC,-0.9,-89.6,72.75,82,11,13.31,few clouds
652,Khani,GE,41.9563,42.9566,47.77,89,17,6.11,few clouds
653,Punto Fijo,VE,11.6956,-70.1996,80.01,78,22,29.37,few clouds
654,Kedrovyy,RU,56.1667,91.8167,37.81,52,1,2.64,clear sky
655,Monte Alegre,BR,-2.0078,-54.0692,77.97,83,86,5.3,overcast clouds
656,Khryashchevka,RU,53.8119,49.0916,49.98,82,96,14.25,light rain
657,Thinadhoo,MV,0.5333,72.9333,83.03,73,16,19.44,few clouds
658,Sinnamary,GF,5.3833,-52.95,77.72,88,58,8.39,broken clouds
659,Kununurra,AU,-15.7667,128.7333,75.18,33,78,6.91,broken clouds
660,Djenne,ML,13.9061,-4.5533,97.77,21,51,8.08,broken clouds
661,Sioux Lookout,CA,50.1001,-91.917,53.98,82,75,9.22,broken clouds
662,Dillon,US,34.4166,-79.3712,69.87,60,97,7.81,overcast clouds
663,Ranong,TH,9.9658,98.6348,76.93,87,100,6.4,overcast clouds
664,El Tigre,VE,8.8875,-64.2454,81.41,59,51,14.54,broken clouds
665,Bara,NG,10.3744,10.7288,84.61,50,80,6.42,broken clouds
666,Vila Velha,BR,-20.3297,-40.2925,76.95,86,0,4.0,clear sky
667,Parakou,BJ,9.3372,2.6303,75.36,86,95,7.9,overcast clouds
668,Meulaboh,ID,4.1363,96.1285,75.65,87,89,4.97,overcast clouds
669,Iskateley,RU,67.6803,53.1512,33.03,76,52,10.65,broken clouds
670,Nichinan,JP,31.6,131.3667,72.55,63,23,6.31,few clouds
671,Kungurtug,RU,50.5994,97.5228,36.84,77,100,1.1,overcast clouds
672,Nunoa,PE,-14.48,-70.6411,43.02,43,74,7.49,broken clouds
673,Imeni Poliny Osipenko,RU,52.4201,136.4853,51.93,71,98,3.06,overcast clouds
674,Bartica,GY,6.4,-58.6167,79.12,99,100,1.72,heavy intensity rain
675,Cabras,IT,39.93,8.5314,64.08,95,44,3.27,scattered clouds
676,Nelson Bay,AU,-32.7167,152.15,59.76,77,84,1.01,broken clouds
677,Gambela,ET,8.25,34.5833,75.76,64,4,3.91,clear sky
678,Capaci,IT,38.1711,13.2393,68.25,70,9,1.99,clear sky
679,Biak,ID,-0.9131,122.8766,78.85,81,97,5.88,overcast clouds
680,Leeton,AU,-34.5667,146.4,42.85,87,0,6.17,clear sky
681,Camacha,PT,33.0833,-16.3333,62.02,63,40,12.66,scattered clouds
682,Dauphin,CA,51.1494,-100.0502,57.34,54,90,3.44,overcast clouds
683,Ivankiv,UA,50.9386,29.8943,52.61,92,100,5.01,overcast clouds
684,Beceni,RO,45.3833,26.7833,51.01,75,100,6.96,overcast clouds
685,Itarema,BR,-2.9248,-39.9167,78.39,80,2,12.39,clear sky
686,Usta Muhammad,PK,28.1794,68.0445,93.85,9,0,1.79,clear sky
687,Labuan,MY,5.2767,115.2417,80.76,94,20,0.0,few clouds
688,Fukue,JP,32.6881,128.8419,70.16,73,0,9.22,clear sky
689,Sangar,RU,63.9242,127.4739,55.72,49,0,4.29,clear sky
690,Berdigestyakh,RU,62.0989,126.6992,62.19,32,94,5.66,overcast clouds
691,Ponta Delgada,PT,37.7333,-25.6667,63.32,77,40,6.91,scattered clouds
692,Karatuzskoye,RU,53.6072,92.8667,45.25,91,36,1.05,scattered clouds
693,Ola,RU,59.5833,151.2833,36.0,99,100,1.28,overcast clouds
694,Vostok,RU,46.4856,135.8833,45.27,90,100,2.33,overcast clouds
695,Kostek,RU,43.3439,46.8541,62.24,82,32,7.96,scattered clouds
696,Kashi,CN,39.4547,75.9797,70.81,23,20,5.66,few clouds
697,Port Blair,IN,11.6667,92.75,81.46,82,100,4.52,overcast clouds
698,Lahaina,US,20.8783,-156.6825,83.95,78,83,1.54,broken clouds
699,Stephenville,US,32.2207,-98.2023,75.67,79,90,9.22,overcast clouds
700,Ucluelet,CA,48.9329,-125.5528,66.04,82,100,1.21,overcast clouds
701,Panzhihua,CN,26.5851,101.7128,74.05,70,37,2.26,scattered clouds
702,Soyaux,FR,45.65,0.2,61.39,66,0,4.61,clear sky
703,Moengo,SR,5.6167,-54.4,74.7,96,98,2.08,overcast clouds
704,Yazd,IR,31.8972,54.3675,82.51,12,0,2.3,clear sky
705,Khorixas,NA,-20.3667,14.9667,61.02,37,82,2.17,broken clouds
706,General Elizardo Aquino,PY,-24.4333,-56.7,59.41,34,28,4.61,scattered clouds
707,Beira,MZ,-19.8436,34.8389,68.09,100,0,1.59,clear sky
708,Muravlenko,RU,63.7898,74.523,43.68,70,100,11.68,overcast clouds
709,Kitovo,RU,56.8659,41.2825,39.38,65,91,9.46,overcast clouds
710,Kentwood,US,42.8695,-85.6448,66.58,65,50,6.33,scattered clouds
711,Ndago,TZ,-4.6,34.35,62.01,67,59,9.22,broken clouds
712,Vsevolozhsk,RU,60.0204,30.6372,39.11,56,15,2.84,few clouds
713,Haines Junction,CA,60.7522,-137.5108,55.35,44,99,12.66,overcast clouds
714,Chancay,PE,-11.5714,-77.2672,66.07,89,70,5.95,broken clouds
715,Mon,IN,26.75,95.1,71.53,96,77,2.35,broken clouds
716,Florin,US,38.496,-121.4088,101.64,25,1,3.0,clear sky
717,Abu Zabad,SD,12.35,29.25,87.84,32,55,4.83,broken clouds
718,Onega,RU,63.9061,38.1404,38.64,71,70,6.35,broken clouds
719,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,45.19,66,40,8.19,scattered clouds
720,Port Lincoln,AU,-34.7333,135.8667,56.86,39,100,15.35,overcast clouds
721,Moundou,TD,8.5667,16.0833,84.45,43,91,3.13,overcast clouds
722,Belyy Yar,RU,53.6039,91.3903,49.89,71,0,1.3,clear sky
723,Pathein,MM,16.7833,94.7333,79.7,84,99,3.18,overcast clouds
